Municipality name,party_name,Votes
Steenwijkerland,Wij zijn Nederland,3
Steenwijkerland,Partij van de Eenheid,2
Stein,PVV (Partij voor de Vrijheid),3241
Stein,VVD,3219
Stein,D66,1717
Stein,CDA,1646
Stein,Partij van de Arbeid (P.v.d.A.),1413
Stein,Forum voor Democratie,1360
Stein,SP (Socialistische Partij),1316
Stein,Partij voor de Dieren,569
Stein,GROENLINKS,494
Stein,50PLUS,337
Stein,JA21,322
Stein,Volt,209
Stein,BBB,93
Stein,ChristenUnie,83
Stein,CODE ORANJE,59
Stein,Splinter,54
Stein,Trots op Nederland (TROTS),40
Stein,BIJ1,29
Stein,DENK,28
Stein,Piratenpartij,28
Stein,"Blanco (Zeven, A.J.L.B.)",25
Stein,JONG,22
Stein,NIDA,18
Stein,Lijst Henk Krol,17
Stein,NLBeter,17
Stein,Staatkundig Gereformeerde Partij (SGP),17
Stein,DE FEESTPARTIJ (DFP),15
Stein,LP (Libertaire Partij),9
Stein,OPRECHT,4
Stein,Wij zijn Nederland,2
Stein,Partij van de Eenheid,0
Stichtse Vecht,VVD,10964
Stichtse Vecht,D66,6724
Stichtse Vecht,PVV (Partij voor de Vrijheid),4332
Stichtse Vecht,CDA,3805
Stichtse Vecht,Partij van de Arbeid (P.v.d.A.),1923
Stichtse Vecht,GROENLINKS,1846
Stichtse Vecht,Forum voor Democratie,1715
Stichtse Vecht,SP (Socialistische Partij),1711
Stichtse Vecht,Partij voor de Dieren,1388
Stichtse Vecht,ChristenUnie,1292
Stichtse Vecht,JA21,1136
Stichtse Vecht,Volt,1055
Stichtse Vecht,Staatkundig Gereformeerde Partij (SGP),721
Stichtse Vecht,50PLUS,409
Stichtse Vecht,DENK,406
Stichtse Vecht,BBB,239
Stichtse Vecht,BIJ1,222
Stichtse Vecht,CODE ORANJE,131
Stichtse Vecht,Splinter,117
Stichtse Vecht,NIDA,99
Stichtse Vecht,Piratenpartij,71
Stichtse Vecht,Trots op Nederland (TROTS),71
Stichtse Vecht,JONG,66
Stichtse Vecht,NLBeter,49
Stichtse Vecht,Lijst Henk Krol,32
Stichtse Vecht,OPRECHT,23
Stichtse Vecht,JEZUS LEEFT,21
Stichtse Vecht,LP (Libertaire Partij),18
Stichtse Vecht,DE FEESTPARTIJ (DFP),14
Stichtse Vecht,Vrij en Sociaal Nederland,11
Stichtse Vecht,U-Buntu Connected Front,7
Súdwest-Fryslân,VVD,10643
Súdwest-Fryslân,CDA,10050
Súdwest-Fryslân,D66,6993
Súdwest-Fryslân,PVV (Partij voor de Vrijheid),5595
Súdwest-Fryslân,Partij van de Arbeid (P.v.d.A.),5188
Súdwest-Fryslân,Forum voor Democratie,4341
Súdwest-Fryslân,SP (Socialistische Partij),3543
Súdwest-Fryslân,ChristenUnie,2185
Súdwest-Fryslân,GROENLINKS,1958
Súdwest-Fryslân,Partij voor de Dieren,1940
Súdwest-Fryslân,BBB,1469
Súdwest-Fryslân,JA21,1282
Súdwest-Fryslân,Volt,789
Súdwest-Fryslân,50PLUS,457
Súdwest-Fryslân,Staatkundig Gereformeerde Partij (SGP),278
Súdwest-Fryslân,CODE ORANJE,197
Súdwest-Fryslân,Splinter,166
Súdwest-Fryslân,JONG,113
Súdwest-Fryslân,Piratenpartij,111
Súdwest-Fryslân,Trots op Nederland (TROTS),110
Súdwest-Fryslân,BIJ1,97
Súdwest-Fryslân,DENK,92
Súdwest-Fryslân,JEZUS LEEFT,69
Súdwest-Fryslân,Lijst Henk Krol,47
Súdwest-Fryslân,NLBeter,43
Súdwest-Fryslân,LP (Libertaire Partij),24
Súdwest-Fryslân,OPRECHT,19
Súdwest-Fryslân,NIDA,16
Súdwest-Fryslân,Partij voor de Republiek,7
Súdwest-Fryslân,Vrij en Sociaal Nederland,5
Súdwest-Fryslân,De Groenen,3
Terneuzen,VVD,6008
Terneuzen,PVV (Partij voor de Vrijheid),4287
Terneuzen,CDA,3268
Terneuzen,D66,2722
Terneuzen,Forum voor Democratie,2005
Terneuzen,Partij van de Arbeid (P.v.d.A.),1982
Terneuzen,SP (Socialistische Partij),1898
Terneuzen,ChristenUnie,1352
Terneuzen,Staatkundig Gereformeerde Partij (SGP),1193
Terneuzen,Partij voor de Dieren,748
Terneuzen,GROENLINKS,731
Terneuzen,JA21,729
Terneuzen,50PLUS,553
Terneuzen,BBB,450
Terneuzen,DENK,404
Terneuzen,Volt,297
Terneuzen,CODE ORANJE,96
Terneuzen,Splinter,86
Terneuzen,Piratenpartij,67
Terneuzen,BIJ1,63
Terneuzen,JONG,43
Terneuzen,"Blanco (Zeven, A.J.L.B.)",41
Terneuzen,Lijst Henk Krol,26
Terneuzen,LP (Libertaire Partij),24
Terneuzen,NIDA,23
Terneuzen,NLBeter,23
Terneuzen,JEZUS LEEFT,16
Terneuzen,OPRECHT,13
Terneuzen,Partij van de Eenheid,1
Terschelling,VVD,955
Terschelling,D66,582
Terschelling,Partij van de Arbeid (P.v.d.A.),492
Terschelling,CDA,374
Terschelling,PVV (Partij voor de Vrijheid),328
Terschelling,SP (Socialistische Partij),193
Terschelling,GROENLINKS,184
Terschelling,Partij voor de Dieren,180
Terschelling,Forum voor Democratie,164
Terschelling,Volt,110
Terschelling,JA21,107
Terschelling,BBB,83
Terschelling,ChristenUnie,65
Terschelling,50PLUS,28
Terschelling,CODE ORANJE,17
Terschelling,JONG,16
Terschelling,Trots op Nederland (TROTS),12
Terschelling,Splinter,11
Terschelling,BIJ1,10
Terschelling,Piratenpartij,8
Terschelling,Partij voor de Republiek,5
Terschelling,Staatkundig Gereformeerde Partij (SGP),5
Terschelling,Lijst Henk Krol,4
Terschelling,JEZUS LEEFT,3
Terschelling,NLBeter,3
Terschelling,De Groenen,1
Terschelling,DENK,1
Terschelling,LP (Libertaire Partij),1
Terschelling,OPRECHT,1
Terschelling,Vrij en Sociaal Nederland,1
Terschelling,NIDA,0
Texel,VVD,2365
Texel,D66,1421
Texel,CDA,1146
Texel,PVV (Partij voor de Vrijheid),901
Texel,Partij van de Arbeid (P.v.d.A.),761
Texel,SP (Socialistische Partij),588
Texel,Forum voor Democratie,551
Texel,GROENLINKS,521
Texel,Partij voor de Dieren,499
Texel,JA21,340
Texel,BBB,273
Texel,ChristenUnie,216
Texel,Volt,192
Texel,50PLUS,63
Texel,Staatkundig Gereformeerde Partij (SGP),56
Texel,Splinter,45
Texel,JONG,36
Texel,BIJ1,30
Texel,Piratenpartij,30
Texel,CODE ORANJE,28
Texel,Trots op Nederland (TROTS),26
Texel,"Blanco (Zeven, A.J.L.B.)",17
Texel,DENK,16
Texel,DE FEESTPARTIJ (DFP),10
Texel,Lijst Henk Krol,9
Texel,NLBeter,6
Texel,LP (Libertaire Partij),5
Texel,Wij zijn Nederland,2
Texel,JEZUS LEEFT,1
Texel,NIDA,1
Texel,OPRECHT,1
Texel,U-Buntu Connected Front,0
Teylingen,VVD,7391
Teylingen,D66,4396
Teylingen,CDA,2774
Teylingen,PVV (Partij voor de Vrijheid),2099
Teylingen,GROENLINKS,1044
Teylingen,Forum voor Democratie,1029
Teylingen,SP (Socialistische Partij),1007
Teylingen,Partij van de Arbeid (P.v.d.A.),898
Teylingen,Partij voor de Dieren,843
Teylingen,JA21,807
Teylingen,Volt,633
Teylingen,ChristenUnie,569
Teylingen,50PLUS,285
Teylingen,DENK,127
Teylingen,CODE ORANJE,124
Teylingen,Splinter,95
Teylingen,BBB,86
Teylingen,Staatkundig Gereformeerde Partij (SGP),67
Teylingen,BIJ1,64
Teylingen,Piratenpartij,48
Teylingen,NIDA,35
Teylingen,JONG,34
Teylingen,Lijst Henk Krol,27
Teylingen,NLBeter,26
Teylingen,"Blanco (Zeven, A.J.L.B.)",23
Teylingen,LP (Libertaire Partij),17
Teylingen,OPRECHT,5
Teylingen,JEZUS LEEFT,4
Teylingen,U-Buntu Connected Front,3
Teylingen,Modern Nederland,1
Tholen,Staatkundig Gereformeerde Partij (SGP),3825
Tholen,VVD,2730
Tholen,PVV (Partij voor de Vrijheid),2034
Tholen,CDA,1454
Tholen,ChristenUnie,1021
Tholen,Forum voor Democratie,895
Tholen,D66,795
Tholen,SP (Socialistische Partij),720
Tholen,Partij van de Arbeid (P.v.d.A.),624
Tholen,JA21,379
Tholen,Partij voor de Dieren,328
Tholen,GROENLINKS,253
Tholen,BBB,228
Tholen,50PLUS,130
Tholen,Volt,88
Tholen,DENK,61
Tholen,CODE ORANJE,31
Tholen,JEZUS LEEFT,29
Tholen,Piratenpartij,23
Tholen,BIJ1,22
Tholen,Lijst Henk Krol,19
Tholen,"Blanco (Zeven, A.J.L.B.)",11
Tholen,NIDA,11
Tholen,Splinter,10
Tholen,JONG,9
Tholen,LP (Libertaire Partij),8
Tholen,NLBeter,8
Tholen,OPRECHT,7
Tholen,Partij van de Eenheid,0
Tiel,VVD,5684
Tiel,PVV (Partij voor de Vrijheid),3283
Tiel,D66,2806
Tiel,CDA,1653
Tiel,SP (Socialistische Partij),1478
Tiel,Partij van de Arbeid (P.v.d.A.),1442
Tiel,Forum voor Democratie,1365
Tiel,DENK,1057
Tiel,GROENLINKS,906
Tiel,Partij voor de Dieren,771
Tiel,JA21,611
Tiel,ChristenUnie,500
Tiel,Volt,368
Tiel,50PLUS,315
Tiel,Staatkundig Gereformeerde Partij (SGP),185
Tiel,CODE ORANJE,149
Tiel,NIDA,117
Tiel,BBB,82
Tiel,BIJ1,77
Tiel,Splinter,71
Tiel,Trots op Nederland (TROTS),62
Tiel,JONG,35
Tiel,OPRECHT,31
Tiel,Piratenpartij,30
Tiel,"Blanco (Zeven, A.J.L.B.)",26
Tiel,DE FEESTPARTIJ (DFP),26
Tiel,NLBeter,26
Tiel,Lijst Henk Krol,23
Tiel,JEZUS LEEFT,17
Tiel,LP (Libertaire Partij),12
Tilburg,VVD,25803
Tilburg,D66,21430
Tilburg,PVV (Partij voor de Vrijheid),12245
Tilburg,SP (Socialistische Partij),8912
Tilburg,GROENLINKS,8255
Tilburg,CDA,7811
Tilburg,Forum voor Democratie,6671
Tilburg,Partij van de Arbeid (P.v.d.A.),6057
Tilburg,Partij voor de Dieren,5078
Tilburg,DENK,3891
Tilburg,Volt,3676
Tilburg,JA21,2236
Tilburg,50PLUS,1706
Tilburg,BIJ1,1145
Tilburg,ChristenUnie,1037
Tilburg,NIDA,445
Tilburg,Splinter,432
Tilburg,CODE ORANJE,368
Tilburg,Piratenpartij,346
Tilburg,BBB,343
Tilburg,JONG,218
Tilburg,Lijst Henk Krol,128
Tilburg,Staatkundig Gereformeerde Partij (SGP),127
Tilburg,"Blanco (Zeven, A.J.L.B.)",121
Tilburg,NLBeter,95
Tilburg,DE FEESTPARTIJ (DFP),90
Tilburg,LP (Libertaire Partij),78
Tilburg,JEZUS LEEFT,55
Tilburg,U-Buntu Connected Front,41
Tilburg,OPRECHT,30
Tilburg,Partij van de Eenheid,18
Tubbergen,CDA,5074
Tubbergen,VVD,3578
Tubbergen,PVV (Partij voor de Vrijheid),1509
Tubbergen,D66,978
Tubbergen,BBB,934
Tubbergen,Forum voor Democratie,540
Tubbergen,SP (Socialistische Partij),367
Tubbergen,JA21,352
Tubbergen,Partij van de Arbeid (P.v.d.A.),245
Tubbergen,GROENLINKS,165
Tubbergen,Partij voor de Dieren,145
Tubbergen,Volt,132
Tubbergen,ChristenUnie,91
Tubbergen,50PLUS,70
Tubbergen,CODE ORANJE,33
Tubbergen,Staatkundig Gereformeerde Partij (SGP),30
Tubbergen,Splinter,16
Tubbergen,Trots op Nederland (TROTS),15
Tubbergen,"Blanco (Zeven, A.J.L.B.)",13
Tubbergen,JONG,9
Tubbergen,Piratenpartij,8
Tubbergen,JEZUS LEEFT,5
Tubbergen,BIJ1,4
Tubbergen,Lijst Henk Krol,3
Tubbergen,NLBeter,3
Tubbergen,Wij zijn Nederland,3
Tubbergen,DENK,2
Tubbergen,OPRECHT,1
Tubbergen,LP (Libertaire Partij),0
Tubbergen,NIDA,0
Tubbergen,Partij van de Eenheid,0
Tubbergen,U-Buntu Connected Front,0
Twenterand,CDA,4950
Twenterand,VVD,3583
Twenterand,PVV (Partij voor de Vrijheid),3145
Twenterand,ChristenUnie,1823
Twenterand,Forum voor Democratie,1174
Twenterand,D66,1123
Twenterand,Staatkundig Gereformeerde Partij (SGP),1007
Twenterand,SP (Socialistische Partij),989
Twenterand,BBB,840
Twenterand,Partij van de Arbeid (P.v.d.A.),717
Twenterand,JA21,385
Twenterand,Partij voor de Dieren,270
Twenterand,GROENLINKS,260
Twenterand,50PLUS,146
Twenterand,Volt,137
Twenterand,CODE ORANJE,75
Twenterand,Trots op Nederland (TROTS),50
Twenterand,Piratenpartij,26
Twenterand,Splinter,26
Twenterand,DENK,19
Twenterand,BIJ1,17
Twenterand,JEZUS LEEFT,16
Twenterand,JONG,16
Twenterand,Lijst Henk Krol,16
Twenterand,LP (Libertaire Partij),6
Twenterand,NLBeter,6
Twenterand,OPRECHT,4
Twenterand,Wij zijn Nederland,4
Twenterand,"Blanco (Zeven, A.J.L.B.)",3
Twenterand,Partij van de Eenheid,1
Twenterand,U-Buntu Connected Front,1
Twenterand,NIDA,0
Tynaarlo,VVD,5211
Tynaarlo,D66,4618
Tynaarlo,Partij van de Arbeid (P.v.d.A.),2051
Tynaarlo,CDA,1975
Tynaarlo,PVV (Partij voor de Vrijheid),1565
Tynaarlo,GROENLINKS,1461
Tynaarlo,SP (Socialistische Partij),1264
Tynaarlo,ChristenUnie,1022
Tynaarlo,Partij voor de Dieren,949
Tynaarlo,Forum voor Democratie,752
Tynaarlo,Volt,527
Tynaarlo,JA21,382
Tynaarlo,BBB,299
Tynaarlo,50PLUS,171
Tynaarlo,Splinter,69
Tynaarlo,Staatkundig Gereformeerde Partij (SGP),69
Tynaarlo,CODE ORANJE,47
Tynaarlo,BIJ1,43
Tynaarlo,"Blanco (Zeven, A.J.L.B.)",42
Tynaarlo,JONG,36
Tynaarlo,Piratenpartij,32
Tynaarlo,Trots op Nederland (TROTS),31
Tynaarlo,Lijst Henk Krol,14
Tynaarlo,NLBeter,14
Tynaarlo,DENK,11
Tynaarlo,JEZUS LEEFT,5
Tynaarlo,LP (Libertaire Partij),5
Tynaarlo,OPRECHT,5
Tynaarlo,Modern Nederland,4
Tynaarlo,NIDA,2
Tytsjerksteradiel,CDA,3921
Tytsjerksteradiel,VVD,3172
Tytsjerksteradiel,D66,2369
Tytsjerksteradiel,PVV (Partij voor de Vrijheid),2280
Tytsjerksteradiel,Partij van de Arbeid (P.v.d.A.),1684
Tytsjerksteradiel,Forum voor Democratie,1547
Tytsjerksteradiel,SP (Socialistische Partij),1372
Tytsjerksteradiel,ChristenUnie,1358
Tytsjerksteradiel,GROENLINKS,717
Tytsjerksteradiel,Partij voor de Dieren,659
Tytsjerksteradiel,BBB,445
Tytsjerksteradiel,JA21,371
Tytsjerksteradiel,Staatkundig Gereformeerde Partij (SGP),252
Tytsjerksteradiel,Volt,213
Tytsjerksteradiel,50PLUS,162
Tytsjerksteradiel,Splinter,70
Tytsjerksteradiel,Piratenpartij,58
Tytsjerksteradiel,CODE ORANJE,55
Tytsjerksteradiel,Trots op Nederland (TROTS),52
Tytsjerksteradiel,BIJ1,36
Tytsjerksteradiel,NLBeter,25
Tytsjerksteradiel,JONG,22
Tytsjerksteradiel,JEZUS LEEFT,14
Tytsjerksteradiel,LP (Libertaire Partij),12
Tytsjerksteradiel,Partij voor de Republiek,12
Tytsjerksteradiel,Lijst Henk Krol,11
Tytsjerksteradiel,DENK,9
Tytsjerksteradiel,NIDA,5
Tytsjerksteradiel,Vrij en Sociaal Nederland,5
Tytsjerksteradiel,De Groenen,2
Tytsjerksteradiel,OPRECHT,1
Uden,VVD,7393
Uden,D66,3892
Uden,CDA,2939
Uden,PVV (Partij voor de Vrijheid),2762
Uden,SP (Socialistische Partij),2325
Uden,Forum voor Democratie,1247
Uden,Partij van de Arbeid (P.v.d.A.),1002
Uden,GROENLINKS,873
Uden,Partij voor de Dieren,734
Uden,JA21,618
Uden,Volt,444
Uden,50PLUS,314
Uden,DENK,266
Uden,BBB,208
Uden,ChristenUnie,180
Uden,CODE ORANJE,88
Uden,Splinter,69
Uden,Trots op Nederland (TROTS),55
Uden,JONG,54
Uden,BIJ1,52
Uden,NIDA,45
Uden,Piratenpartij,45
Uden,DE FEESTPARTIJ (DFP),27
Uden,NLBeter,24
Uden,LP (Libertaire Partij),20
Uden,Staatkundig Gereformeerde Partij (SGP),20
Uden,Lijst Henk Krol,18
Uden,"Blanco (Zeven, A.J.L.B.)",16
Uden,OPRECHT,15
Uden,JEZUS LEEFT,7
Uden,Partij van de Eenheid,5
Uitgeest,VVD,2514
Uitgeest,D66,1608
Uitgeest,PVV (Partij voor de Vrijheid),835
Uitgeest,CDA,816
Uitgeest,Partij van de Arbeid (P.v.d.A.),551
Uitgeest,SP (Socialistische Partij),494
Uitgeest,GROENLINKS,464
Uitgeest,Forum voor Democratie,426
Uitgeest,Partij voor de Dieren,359
Uitgeest,JA21,298
Uitgeest,Volt,190
Uitgeest,ChristenUnie,98
Uitgeest,50PLUS,94
Uitgeest,BBB,74
Uitgeest,CODE ORANJE,40
Uitgeest,Splinter,37
Uitgeest,Piratenpartij,33
Uitgeest,OPRECHT,28
Uitgeest,BIJ1,26
Uitgeest,Trots op Nederland (TROTS),24
Uitgeest,JONG,23
Uitgeest,DENK,21
Uitgeest,Staatkundig Gereformeerde Partij (SGP),18
Uitgeest,"Blanco (Zeven, A.J.L.B.)",16
Uitgeest,LP (Libertaire Partij),15
Uitgeest,NLBeter,11
Uitgeest,DE FEESTPARTIJ (DFP),8
Uitgeest,Lijst Henk Krol,8
Uitgeest,NIDA,7
Uitgeest,JEZUS LEEFT,3
Uitgeest,U-Buntu Connected Front,2
Uitgeest,Wij zijn Nederland,2
Uithoorn,VVD,5076
Uithoorn,D66,2843
Uithoorn,PVV (Partij voor de Vrijheid),1919
Uithoorn,CDA,1546
Uithoorn,Forum voor Democratie,1049
Uithoorn,Partij van de Arbeid (P.v.d.A.),866
Uithoorn,SP (Socialistische Partij),819
Uithoorn,GROENLINKS,726
Uithoorn,Partij voor de Dieren,693
Uithoorn,JA21,627
Uithoorn,Volt,386
Uithoorn,ChristenUnie,259
Uithoorn,DENK,251
Uithoorn,50PLUS,217
Uithoorn,BIJ1,129
Uithoorn,BBB,92
Uithoorn,CODE ORANJE,75
Uithoorn,Splinter,65
Uithoorn,Staatkundig Gereformeerde Partij (SGP),44
Uithoorn,Trots op Nederland (TROTS),44
Uithoorn,NIDA,40
Uithoorn,Piratenpartij,33
Uithoorn,JONG,27
Uithoorn,Lijst Henk Krol,17
Uithoorn,NLBeter,16
Uithoorn,DE FEESTPARTIJ (DFP),12
Uithoorn,LP (Libertaire Partij),12
Uithoorn,Vrij en Sociaal Nederland,7
Uithoorn,OPRECHT,4
Uithoorn,Wij zijn Nederland,1
Uithoorn,U-Buntu Connected Front,0
Urk,Staatkundig Gereformeerde Partij (SGP),6972
Urk,PVV (Partij voor de Vrijheid),1765
Urk,Forum voor Democratie,1223
Urk,ChristenUnie,1036
Urk,CDA,994
Urk,VVD,222
Urk,JEZUS LEEFT,175
Urk,JA21,109
Urk,D66,70
Urk,Partij voor de Dieren,33
Urk,Partij van de Arbeid (P.v.d.A.),32
Urk,Volt,32
Urk,SP (Socialistische Partij),29
Urk,GROENLINKS,28
Urk,DENK,26
Urk,Piratenpartij,14
Urk,BBB,10
Urk,50PLUS,7
Urk,BIJ1,7
Urk,Splinter,7
Urk,OPRECHT,4
Urk,LP (Libertaire Partij),3
Urk,JONG,1
Urk,Lijst Henk Krol,1
Urk,NLBeter,1
Urk,CODE ORANJE,0
Urk,NIDA,0
Urk,Partij van de Eenheid,0
Urk,U-Buntu Connected Front,0
Utrecht,D66,54091
Utrecht,VVD,30675
Utrecht,GROENLINKS,27241
Utrecht,Volt,14043
Utrecht,Partij voor de Dieren,11835
Utrecht,Partij van de Arbeid (P.v.d.A.),11717
Utrecht,DENK,11387
Utrecht,PVV (Partij voor de Vrijheid),10377
Utrecht,CDA,8442
Utrecht,SP (Socialistische Partij),6784
Utrecht,ChristenUnie,4828
Utrecht,Forum voor Democratie,4627
Utrecht,BIJ1,4426
Utrecht,JA21,2809
Utrecht,NIDA,1480
Utrecht,50PLUS,960
Utrecht,Splinter,616
Utrecht,Staatkundig Gereformeerde Partij (SGP),596
Utrecht,Piratenpartij,593
Utrecht,CODE ORANJE,298
Utrecht,BBB,242
Utrecht,JONG,218
Utrecht,NLBeter,188
Utrecht,LP (Libertaire Partij),168
Utrecht,Trots op Nederland (TROTS),105
Utrecht,Lijst Henk Krol,80
Utrecht,DE FEESTPARTIJ (DFP),63
Utrecht,Vrij en Sociaal Nederland,62
Utrecht,JEZUS LEEFT,53
Utrecht,OPRECHT,43
Utrecht,U-Buntu Connected Front,37
Utrechtse Heuvelrug,VVD,7667
Utrechtse Heuvelrug,D66,6255
Utrechtse Heuvelrug,CDA,2970
Utrechtse Heuvelrug,PVV (Partij voor de Vrijheid),2395
Utrechtse Heuvelrug,GROENLINKS,1888
Utrechtse Heuvelrug,Partij voor de Dieren,1824
Utrechtse Heuvelrug,Partij van de Arbeid (P.v.d.A.),1589
Utrechtse Heuvelrug,ChristenUnie,1494
Utrechtse Heuvelrug,SP (Socialistische Partij),1234
Utrechtse Heuvelrug,Staatkundig Gereformeerde Partij (SGP),1158
Utrechtse Heuvelrug,Forum voor Democratie,1041
Utrechtse Heuvelrug,Volt,1030
Utrechtse Heuvelrug,JA21,711
Utrechtse Heuvelrug,DENK,316
Utrechtse Heuvelrug,50PLUS,246
Utrechtse Heuvelrug,BBB,168
Utrechtse Heuvelrug,BIJ1,98
Utrechtse Heuvelrug,Splinter,92
Utrechtse Heuvelrug,NIDA,48
Utrechtse Heuvelrug,CODE ORANJE,47
Utrechtse Heuvelrug,Trots op Nederland (TROTS),41
Utrechtse Heuvelrug,Piratenpartij,40
Utrechtse Heuvelrug,JONG,33
Utrechtse Heuvelrug,NLBeter,29
Utrechtse Heuvelrug,Vrij en Sociaal Nederland,25
Utrechtse Heuvelrug,JEZUS LEEFT,20
Utrechtse Heuvelrug,Lijst Henk Krol,19
Utrechtse Heuvelrug,DE FEESTPARTIJ (DFP),17
Utrechtse Heuvelrug,OPRECHT,14
Utrechtse Heuvelrug,LP (Libertaire Partij),12
Utrechtse Heuvelrug,U-Buntu Connected Front,0
Vaals,VVD,831
Vaals,PVV (Partij voor de Vrijheid),775
Vaals,CDA,541
Vaals,D66,465
Vaals,SP (Socialistische Partij),363
Vaals,Partij van de Arbeid (P.v.d.A.),356
Vaals,Forum voor Democratie,280
Vaals,Partij voor de Dieren,192
Vaals,GROENLINKS,191
Vaals,JA21,73
Vaals,Volt,63
Vaals,50PLUS,59
Vaals,BBB,42
Vaals,ChristenUnie,28
Vaals,DENK,14
Vaals,Splinter,11
Vaals,BIJ1,10
Vaals,"Blanco (Zeven, A.J.L.B.)",10
Vaals,JONG,10
Vaals,NIDA,7
Vaals,Staatkundig Gereformeerde Partij (SGP),7
Vaals,DE FEESTPARTIJ (DFP),6
Vaals,Trots op Nederland (TROTS),6
Vaals,CODE ORANJE,5
Vaals,Lijst Henk Krol,5
Vaals,LP (Libertaire Partij),4
Vaals,Piratenpartij,4
Vaals,NLBeter,2
Vaals,OPRECHT,2
Vaals,Partij van de Eenheid,1
Vaals,Wij zijn Nederland,0
Valkenburg aan de Geul,VVD,2687
Valkenburg aan de Geul,PVV (Partij voor de Vrijheid),1685
Valkenburg aan de Geul,D66,1372
Valkenburg aan de Geul,CDA,1259
Valkenburg aan de Geul,Partij van de Arbeid (P.v.d.A.),893
Valkenburg aan de Geul,SP (Socialistische Partij),694
Valkenburg aan de Geul,Forum voor Democratie,591
Valkenburg aan de Geul,Partij voor de Dieren,467
Valkenburg aan de Geul,GROENLINKS,408
Valkenburg aan de Geul,JA21,230
Valkenburg aan de Geul,Volt,186
Valkenburg aan de Geul,50PLUS,139
Valkenburg aan de Geul,ChristenUnie,93
Valkenburg aan de Geul,BBB,55
Valkenburg aan de Geul,Splinter,30
Valkenburg aan de Geul,CODE ORANJE,24
Valkenburg aan de Geul,Piratenpartij,17
Valkenburg aan de Geul,Trots op Nederland (TROTS),17
Valkenburg aan de Geul,BIJ1,13
Valkenburg aan de Geul,DE FEESTPARTIJ (DFP),12
Valkenburg aan de Geul,JONG,12
Valkenburg aan de Geul,NLBeter,12
Valkenburg aan de Geul,DENK,11
Valkenburg aan de Geul,Lijst Henk Krol,11
Valkenburg aan de Geul,"Blanco (Zeven, A.J.L.B.)",10
Valkenburg aan de Geul,NIDA,6
Valkenburg aan de Geul,Staatkundig Gereformeerde Partij (SGP),5
Valkenburg aan de Geul,LP (Libertaire Partij),4
Valkenburg aan de Geul,OPRECHT,1
Valkenburg aan de Geul,Partij van de Eenheid,0
Valkenburg aan de Geul,Wij zijn Nederland,0
Valkenswaard,VVD,5442
Valkenswaard,PVV (Partij voor de Vrijheid),2632
Valkenswaard,D66,2592
Valkenswaard,CDA,2159
Valkenswaard,SP (Socialistische Partij),1622
Valkenswaard,Partij van de Arbeid (P.v.d.A.),1009
Valkenswaard,Forum voor Democratie,953
Valkenswaard,GROENLINKS,658
Valkenswaard,Partij voor de Dieren,550
Valkenswaard,JA21,455
Valkenswaard,Volt,357
Valkenswaard,50PLUS,329
Valkenswaard,ChristenUnie,154
Valkenswaard,BBB,114
Valkenswaard,CODE ORANJE,113
Valkenswaard,Splinter,56
Valkenswaard,Lijst Henk Krol,43
Valkenswaard,JONG,42
Valkenswaard,Piratenpartij,41
Valkenswaard,Trots op Nederland (TROTS),38
Valkenswaard,BIJ1,33
Valkenswaard,OPRECHT,31
Valkenswaard,DE FEESTPARTIJ (DFP),21
Valkenswaard,NLBeter,17
Valkenswaard,Staatkundig Gereformeerde Partij (SGP),17
Valkenswaard,"Blanco (Zeven, A.J.L.B.)",11
Valkenswaard,DENK,11
Valkenswaard,LP (Libertaire Partij),5
Valkenswaard,NIDA,4
Valkenswaard,JEZUS LEEFT,3
Valkenswaard,Partij van de Eenheid,1
Veendam,VVD,2817
Veendam,PVV (Partij voor de Vrijheid),2507
Veendam,SP (Socialistische Partij),2044
Veendam,Partij van de Arbeid (P.v.d.A.),1795
Veendam,D66,1692
Veendam,Forum voor Democratie,1246
Veendam,CDA,1237
Veendam,ChristenUnie,489
Veendam,GROENLINKS,476
Veendam,Partij voor de Dieren,469
Veendam,JA21,344
Veendam,DENK,250
Veendam,BBB,228
Veendam,50PLUS,214
Veendam,Volt,146
Veendam,CODE ORANJE,81
Veendam,Staatkundig Gereformeerde Partij (SGP),69
Veendam,Splinter,47
Veendam,Trots op Nederland (TROTS),39
Veendam,Piratenpartij,37
Veendam,BIJ1,27
Veendam,JONG,21
Veendam,OPRECHT,19
Veendam,NIDA,16
Veendam,DE FEESTPARTIJ (DFP),14
Veendam,LP (Libertaire Partij),11
Veendam,NLBeter,10
Veendam,Lijst Henk Krol,7
Veendam,JEZUS LEEFT,5
Veendam,Vrij en Sociaal Nederland,4
Veendam,U-Buntu Connected Front,1
Veenendaal,VVD,8649
Veenendaal,ChristenUnie,5652
Veenendaal,CDA,4186
Veenendaal,Staatkundig Gereformeerde Partij (SGP),4109
Veenendaal,PVV (Partij voor de Vrijheid),3904
Veenendaal,D66,3609
Veenendaal,Forum voor Democratie,1970
Veenendaal,SP (Socialistische Partij),1676
Veenendaal,Partij van de Arbeid (P.v.d.A.),1278
Veenendaal,GROENLINKS,1161
Veenendaal,DENK,1140
Veenendaal,JA21,989
Veenendaal,Partij voor de Dieren,715
Veenendaal,Volt,485
Veenendaal,50PLUS,315
Veenendaal,NIDA,314
Veenendaal,BBB,144
Veenendaal,CODE ORANJE,119
